,vertices,k_level_degree_node_1,k_level_degree_node_2,no_of_triangles_node_1,no_of_triangles_node_2,clique_number_node_1,clique_number_node_2,coreness_node_1,coreness_node_2,betweenness_node_1,betweenness_node_2,closeness_node_1,closeness_node_2,harmonic_node_1,harmonic_node_2,eigenvector_node_1,eigenvector_node_2,decay_node_1,decay_node_2,pagerank_node_1,pagerank_node_2,loc_clust_coef_node_1,loc_clust_coef_node_2,glob_clust_coef_node_1,glob_clust_coef_node_2,shannon_node_1,shannon_node_2,h_index_node_1,h_index_node_2,nbd_density_node_1,nbd_density_node_2,RWR_node_1,RWR_node_2,local_random_walk_node_1,local_random_walk_node_2,are_connected,common_triangles,common_neighbors,jaccard_index,sorenson_dice,hub_promoted,hub_depressed,leicht_holme_newman,resource_allocation,adamic_adar,pref_attachment,overlap_coeff,nbd_overlap,edge_connectivity,avg_commute_time,cosine_L+,L+,matrix_forest_index
302,"(10, 28)",3,3,2,0,3,3,2,2,0.5,0.0,1.0,0.6,1.0,0.6666666666666666,1.0,0.4608111271891107,2.0,2.5,0.2952127659574468,0.1414084956882785,0.6666666666666666,0.0,0.75,0.6,1.0,1.0,3,3,0.8333333333333334,0.6666666666666666,0.2014308655389636,0.17463116736553083,0.021977952364589538,0.01957345946382851,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,4,0.013112889478518333,-0.14459908792755816,-0.06114972764351124,0.008943869800155524
303,"(10, 29)",3,4,2,3,3,4,2,3,0.5,0.0,1.0,0.8,1.0,0.875,1.0,0.8608058531117033,2.0,3.0,0.2952127659574468,0.18740943487361136,0.6666666666666666,1.0,0.75,0.7894736842105263,1.0,1.0,3,3,0.8333333333333334,0.8,0.2014308655389636,0.19802855242404827,0.021977952364589538,0.026288537695114873,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,5,0.01283945114867305,-0.2125063413065062,-0.08617961646068996,0.005139859733581732
304,"(10, 30)",3,4,2,0,3,4,2,3,0.5,0.0,1.0,0.5714285714285714,1.0,0.625,1.0,0.32403039922326893,2.0,3.0,0.2952127659574468,0.09036187746327481,0.6666666666666666,0.0,0.75,0.8,1.0,1.0,3,4,0.8333333333333334,0.7,0.2014308655389636,0.17961079871686048,0.021977952364589538,0.024590155248580117,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,5,0.01463537720581995,-0.14622180718980798,-0.053913299026490384,0.009970215525163893
305,"(10, 31)",3,6,2,0,3,3,2,2,0.5,0.0,1.0,0.5454545454545454,1.0,0.5833333333333333,1.0,0.3256900968625551,2.0,3.5,0.2952127659574468,0.06633646345585595,0.6666666666666666,0.0,0.75,0.4090909090909091,1.0,1.0,3,3,0.8333333333333334,0.4285714285714286,0.2014308655389636,0.2032003065530631,0.021977952364589538,0.0371580870691453,0,0,1,0.1,0.18181818181818182,0.3333333333333333,0.16666666666666666,0.05555555555555555,0.0625,0.36067376022224085,18,0.3333333333333333,0.125,5,0.01575177067145176,-0.17207244383097478,-0.055463978100744146,0.011972880077836747
306,"(10, 32)",3,12,2,1,3,4,2,3,0.5,0.0,1.0,0.5454545454545454,1.0,0.5833333333333333,1.0,0.2834400153187746,2.0,7.0,0.2952127659574468,0.04444191880616045,0.6666666666666666,1.0,0.75,0.3146853146853147,1.0,1.0,3,5,0.8333333333333334,0.32051282051282054,0.2014308655389636,0.24486605346668006,0.021977952364589538,0.0716932260057545,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,5,0.01678540785650517,-0.29026674251011775,-0.07254302797632686,0.007483303479903178
307,"(10, 33)",3,17,2,3,3,4,2,3,0.5,0.0,1.0,0.5483870967741935,1.0,0.5882352941176471,0.9999999999999997,0.38611109883387035,2.0,9.5,0.2952127659574468,0.04613850953818,0.6666666666666666,1.0,0.75,0.2318181818181818,1.0,1.0,3,5,0.8333333333333334,0.2091503267973856,0.2014308655389636,0.26763790586726305,0.021977952364589538,0.1009191823326258,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0.0,0.0,5,0.01783811431467594,-0.32509005241656186,-0.0684447721750826,0.008141720239555604
308,"(11, 12)",1,2,0,1,2,3,1,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999997,1.0,1.5,0.49999999999999994,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1,2,1.0,1.0,0.16202843301717137,0.17398697583020334,0.009564745492135509,0.014644892011877124,0,0,1,0.25,0.4,1.0,0.5,0.5,0.0625,0.36067376022224085,2,1.0,0.5,1,0.008204998823708226,0.026385528969429015,0.02021736458850519,0.023373516539594383
309,"(11, 13)",1,5,0,6,2,5,1,4,0.0,0.0,1.0,0.8333333333333334,1.0,0.9,1.0,0.9511361038801449,1.0,3.0,0.49999999999999994,0.17661043812974073,0.0,1.0,0.0,0.8823529411764706,1.0,1.0,1,5,1.0,0.7333333333333333,0.16202843301717137,0.1833543770850948,0.009564745492135509,0.029536456151913672,0,0,1,0.14285714285714285,0.25,1.0,0.2,0.2,0.0625,0.36067376022224085,5,1.0,0.2,1,0.010025573005947568,-0.020840978985922617,-0.010002391800457503,0.019184459243959496
310,"(11, 14)",1,2,0,1,2,3,1,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,2.0,0.49999999999999994,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1,2,1.0,1.0,0.16202843301717137,0.1684877994002986,0.009564745492135509,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.007364784096837836,-0.10696816746665672,-0.08029782164433245,0.005408662056735719
311,"(11, 15)",1,2,0,1,2,3,1,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.49999999999999994,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1,2,1.0,1.0,0.16202843301717137,0.1684877994002986,0.009564745492135509,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.007364784096837834,-0.1069681674666567,-0.08029782164433247,0.005408662056735705
312,"(11, 16)",1,2,0,1,2,3,1,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.49999999999999994,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1,2,1.0,1.0,0.16202843301717137,0.20955455761078315,0.009564745492135509,0.016784005444189665,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.006993006993006989,0.01306264434584902,0.01204941978777791,0.01446015372596416
313,"(11, 17)",1,2,0,1,2,3,1,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999997,1.0,1.5,0.49999999999999994,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1,2,1.0,1.0,0.16202843301717137,0.17022844065511863,0.009564745492135509,0.014558677209021497,0,0,1,0.25,0.4,1.0,0.5,0.5,0.0625,0.36067376022224085,2,1.0,0.5,1,0.00828056144730743,0.02317098881424655,0.017441027042663947,0.023023713655224362
314,"(11, 18)",1,2,0,1,2,3,1,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,2.0,0.49999999999999994,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1,2,1.0,1.0,0.16202843301717137,0.1684877994002986,0.009564745492135509,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.007364784096837834,-0.10696816746665694,-0.08029782164433262,0.005408662056735679
315,"(11, 19)",1,3,0,1,2,3,1,2,0.0,0.0,1.0,0.75,1.0,0.8333333333333333,1.0,0.8546376797184613,1.0,2.0,0.49999999999999994,0.24592781858831045,0.0,1.0,0.0,0.6,1.0,1.0,1,3,1.0,0.6666666666666666,0.16202843301717137,0.17045988174968588,0.009564745492135509,0.019604636325652788,0,0,1,0.2,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0625,0.36067376022224085,3,1.0,0.3333333333333333,1,0.009149941857132053,-0.01596432991644509,-0.009553585768480654,0.019381501072841468
316,"(11, 20)",1,2,0,1,2,3,1,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,2.0,0.49999999999999994,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1,2,1.0,1.0,0.16202843301717137,0.1684877994002986,0.009564745492135509,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.007364784096837836,-0.10696816746665662,-0.08029782164433238,0.005408662056735726
317,"(11, 21)",1,2,0,1,2,3,1,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.49999999999999994,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1,2,1.0,1.0,0.16202843301717137,0.17022844065511863,0.009564745492135509,0.014558677209021497,0,0,1,0.25,0.4,1.0,0.5,0.5,0.0625,0.36067376022224085,2,1.0,0.5,1,0.00828056144730743,0.02317098881424659,0.017441027042663978,0.023023713655224574
318,"(11, 22)",1,2,0,1,2,3,1,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.49999999999999994,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1,2,1.0,1.0,0.16202843301717137,0.1684877994002986,0.009564745492135509,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.007364784096837836,-0.10696816746665672,-0.08029782164433247,0.005408662056735691
319,"(11, 23)",1,5,0,4,2,4,1,3,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,0.49999999999999994,0.2728956222252333,0.0,0.4,0.0,0.6521739130434783,1.0,1.0,1,4,1.0,0.6,0.16202843301717137,0.20020911437206565,0.009564745492135509,0.03152251477667804,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,1,0.008788488631527041,-0.14700573664555877,-0.07739886353032796,0.0058642770711506064
320,"(11, 24)",1,3,0,1,2,3,1,2,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,0.49999999999999994,0.3667358671351006,0.0,0.3333333333333333,0.0,0.6,1.0,1.0,1,3,1.0,0.6666666666666666,0.16202843301717137,0.2022836140869774,0.009564745492135509,0.021076033559222822,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,0.007744143387946081,-0.1076248172989318,-0.07503160023630417,0.006513876268932749
321,"(11, 25)",1,3,0,0,2,3,1,2,0.0,0.0,1.0,0.6,1.0,0.6666666666666666,1.0,0.46081112718911094,1.0,2.5,0.49999999999999994,0.1414084956882785,0.0,0.0,0.0,0.6,1.0,1.0,1,3,1.0,0.6666666666666666,0.16202843301717137,0.2002794874276951,0.009564745492135509,0.021006197394493005,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,0.007742787247920368,-0.11166675604290034,-0.07746808192964892,0.006202882201382363
322,"(11, 26)",1,2,0,1,2,3,1,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,2.0,0.49999999999999994,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1,2,1.0,1.0,0.16202843301717137,0.17990499128576895,0.009564745492135509,0.015044038082725551,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.007078605619931607,-0.11043104389573627,-0.08711611588651431,0.004597469990701312
323,"(11, 27)",1,4,0,0,2,3,1,2,0.0,0.0,1.0,0.5714285714285714,1.0,0.625,1.0,0.42681725548354577,1.0,3.0,0.49999999999999994,0.11205424409844297,0.0,0.0,0.0,0.375,1.0,1.0,1,3,1.0,0.5,0.16202843301717137,0.189371306343247,0.009564745492135509,0.025639767482847988,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,0.008675739614770141,-0.12014773720235877,-0.06765293675694878,0.007419247408902606
324,"(11, 28)",1,3,0,0,2,3,1,2,0.0,0.0,1.0,0.6,1.0,0.6666666666666666,1.0,0.4608111271891108,1.0,2.5,0.49999999999999994,0.1414084956882785,0.0,0.0,0.0,0.6,1.0,1.0,1,3,1.0,0.6666666666666666,0.16202843301717137,0.17463116736553083,0.009564745492135509,0.01957345946382851,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,0.008474742558338185,-0.09160412665661213,-0.05624776685919784,0.009287864792468946
325,"(11, 29)",1,4,0,3,2,4,1,3,0.0,0.0,1.0,0.8,1.0,0.875,1.0,0.8608058531117032,1.0,3.0,0.49999999999999994,0.18740943487361136,0.0,1.0,0.0,0.7894736842105263,1.0,1.0,1,3,1.0,0.8,0.16202843301717137,0.19802855242404827,0.009564745492135509,0.026288537695114873,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,0.008359680869134408,-0.13803119026462404,-0.08127765567637688,0.005337546646411887
326,"(11, 30)",1,4,0,0,2,4,1,3,0.0,0.0,1.0,0.5714285714285714,1.0,0.625,1.0,0.3240303992232692,1.0,3.0,0.49999999999999994,0.09036187746327481,0.0,0.0,0.0,0.8,1.0,1.0,1,4,1.0,0.7,0.16202843301717137,0.17961079871686048,0.009564745492135509,0.024590155248580117,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,0.009085587540932877,-0.0915485621254403,-0.04901133824217733,0.010353685353054642
327,"(11, 31)",1,6,0,0,2,3,1,2,0.0,0.0,1.0,0.5454545454545454,1.0,0.5833333333333333,1.0,0.32569009686255507,1.0,3.5,0.49999999999999994,0.06633646345585595,0.0,0.0,0.0,0.4090909090909091,1.0,1.0,1,3,1.0,0.4285714285714286,0.16202843301717137,0.2032003065530631,0.009564745492135509,0.0371580870691453,0,0,1,0.125,0.2222222222222222,1.0,0.16666666666666666,0.16666666666666666,0.0625,0.36067376022224085,6,1.0,0.16666666666666666,1,0.00950373687174719,-0.1080347400413108,-0.050562017316431236,0.012433375465445788
328,"(11, 32)",1,12,0,1,2,4,1,3,0.0,0.0,1.0,0.5454545454545454,1.0,0.5833333333333333,1.0,0.28344001531877433,1.0,7.0,0.49999999999999994,0.04444191880616045,0.0,1.0,0.0,0.3146853146853147,1.0,1.0,1,5,1.0,0.32051282051282054,0.16202843301717137,0.24486605346668006,0.009564745492135509,0.0716932260057545,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,1,0.009870460299786847,-0.18640209022136497,-0.06764106719201361,0.007771122844514817
329,"(11, 33)",1,17,0,3,2,4,1,3,0.0,0.0,1.0,0.5483870967741935,1.0,0.5882352941176471,1.0,0.3861110988338704,1.0,9.5,0.49999999999999994,0.04613850953818,0.0,1.0,0.0,0.2318181818181818,1.0,1.0,1,5,1.0,0.2091503267973856,0.16202843301717137,0.26763790586726305,0.009564745492135509,0.1009191823326258,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,1,0.01022530652362034,-0.20785886490083488,-0.06354281139076925,0.008454863325692301
330,"(12, 13)",2,5,1,6,3,5,2,4,0.0,0.0,1.0,0.8333333333333334,1.0,0.9,0.9999999999999998,0.9511361038801449,1.5,3.0,0.3333333333333333,0.17661043812974073,1.0,1.0,1.0,0.8823529411764706,1.0,1.0,2,5,1.0,0.7333333333333333,0.17398697583020334,0.1833543770850948,0.014644892011877124,0.029536456151913672,0,0,2,0.2857142857142857,0.4444444444444444,1.0,0.4,0.2,0.22916666666666666,0.9187843867734881,10,0.4,0.4,3,0.017254008692494886,0.06422663513707444,0.02278586570668928,0.03222766852637582
331,"(12, 14)",2,2,1,1,3,3,2,2,0.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999997,1.0,1.5,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,0.17398697583020334,0.1684877994002986,0.014644892011877124,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,3,0.010388284368932363,-0.11182274439160357,-0.062050312335616815,0.007244340871593844
332,"(12, 15)",2,2,1,1,3,3,2,2,0.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999996,1.0,1.5,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,0.17398697583020334,0.1684877994002986,0.014644892011877124,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,3,0.010388284368932361,-0.11182274439160357,-0.06205031233561683,0.007244340871593864
333,"(12, 16)",2,2,1,1,3,3,2,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,0.17398697583020334,0.20955455761078315,0.014644892011877124,0.016784005444189665,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,3,0.00918468288296993,-0.006295127289953855,-0.004292439333063782,0.013850972764204075
334,"(12, 17)",2,2,1,1,3,3,2,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999997,1.5,1.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,0.17398697583020334,0.17022844065511863,0.014644892011877124,0.014558677209021497,0,0,1,0.2,0.3333333333333333,0.5,0.5,0.25,0.0625,0.36067376022224085,4,0.5,0.3333333333333333,3,0.011989501171792894,0.039249632238473116,0.02183874599205282,0.025845673518902858
335,"(12, 18)",2,2,1,1,3,3,2,2,0.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.9999999999999997,1.5,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,0.17398697583020334,0.1684877994002986,0.014644892011877124,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,3,0.010388284368932363,-0.1118227443916036,-0.062050312335616815,0.0072443408715938
336,"(12, 19)",2,3,1,1,3,3,2,2,0.0,0.0,1.0,0.75,1.0,0.8333333333333333,1.0,0.8546376797184616,1.5,2.0,0.3333333333333333,0.24592781858831045,1.0,1.0,1.0,0.6,1.0,1.0,2,3,1.0,0.6666666666666666,0.17398697583020334,0.17045988174968588,0.014644892011877124,0.019604636325652788,0,0,1,0.16666666666666666,0.2857142857142857,0.5,0.3333333333333333,0.16666666666666666,0.0625,0.36067376022224085,6,0.3333333333333333,0.25,3,0.014043760565997503,-0.0011368767667175876,-0.0005029139949198577,0.02222287184017808
337,"(12, 20)",2,2,1,1,3,3,2,2,0.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.5,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,0.17398697583020334,0.1684877994002986,0.014644892011877124,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,3,0.010388284368932363,-0.11182274439160367,-0.06205031233561687,0.007244340871593827
338,"(12, 21)",2,2,1,1,3,3,2,2,0.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.9999999999999998,1.5,1.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,0.17398697583020334,0.17022844065511863,0.014644892011877124,0.014558677209021497,0,0,1,0.2,0.3333333333333333,0.5,0.5,0.25,0.0625,0.36067376022224085,4,0.5,0.3333333333333333,3,0.011989501171792894,0.039249632238473144,0.021838745992052835,0.02584567351890277
339,"(12, 22)",2,2,1,1,3,3,2,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,0.17398697583020334,0.1684877994002986,0.014644892011877124,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,3,0.010388284368932363,-0.11182274439160365,-0.062050312335616864,0.007244340871593853
340,"(12, 23)",2,5,1,4,3,4,2,3,0.0,5.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.5,3.5,0.3333333333333333,0.2728956222252333,1.0,0.4,1.0,0.6521739130434783,1.0,1.0,2,4,1.0,0.6,0.17398697583020334,0.20020911437206565,0.014644892011877124,0.03152251477667804,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,3,0.013456665210598469,-0.15274937938047733,-0.05944897524324447,0.007828500109538797
341,"(12, 24)",2,3,1,1,3,3,2,2,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.5,0.3333333333333333,0.3667358671351006,1.0,0.3333333333333333,1.0,0.6,1.0,1.0,2,3,1.0,0.6666666666666666,0.17398697583020334,0.2022836140869774,0.014644892011877124,0.021076033559222822,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,3,0.011108025130865748,-0.11533892053844295,-0.05943910774820071,0.007977527781583197
342,"(12, 25)",2,3,1,0,3,3,2,2,0.0,0.0,1.0,0.6,1.0,0.6666666666666666,1.0,0.4608111271891109,1.5,2.5,0.3333333333333333,0.1414084956882785,1.0,0.0,1.0,0.6,1.0,1.0,2,3,1.0,0.6666666666666666,0.17398697583020334,0.2002794874276951,0.014644892011877124,0.021006197394493005,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,3,0.011095406475152829,-0.12165501370503905,-0.06238691815910076,0.007405951582625382
343,"(12, 26)",2,2,1,1,3,3,2,2,0.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999997,0.9999999999999998,1.5,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,0.17398697583020334,0.17990499128576895,0.014644892011877124,0.015044038082725551,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,3,0.009828140130308801,-0.11806588492851758,-0.06884879923049562,0.00616670405316705
344,"(12, 27)",2,4,1,0,3,3,2,2,0.0,0.0,1.0,0.5714285714285714,1.0,0.625,1.0,0.4268172554835454,1.5,3.0,0.3333333333333333,0.11205424409844297,1.0,0.0,1.0,0.375,1.0,1.0,2,3,1.0,0.5,0.17398697583020334,0.189371306343247,0.014644892011877124,0.025639767482847988,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,3,0.013249896420412991,-0.11449794980256503,-0.04765773359964379,0.0106863811043283
345,"(12, 28)",2,3,1,0,3,3,2,2,0.0,0.0,1.0,0.6,1.0,0.6666666666666666,1.0,0.4608111271891112,1.5,2.5,0.3333333333333333,0.1414084956882785,1.0,0.0,1.0,0.6,1.0,1.0,2,3,1.0,0.6666666666666666,0.17398697583020334,0.17463116736553083,0.014644892011877124,0.01957345946382851,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,3,0.012771062572791637,-0.08122575667396016,-0.03686791939570195,0.012860914017474684
346,"(12, 29)",2,4,1,3,3,4,2,3,0.0,0.0,1.0,0.8,1.0,0.875,1.0,0.8608058531117034,1.5,3.0,0.3333333333333333,0.18740943487361136,1.0,1.0,1.0,0.7894736842105263,1.0,1.0,2,3,1.0,0.8,0.17398697583020334,0.19802855242404827,0.014644892011877124,0.026288537695114873,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,3,0.012482274183596919,-0.14496663291944664,-0.06309959978624333,0.007145645355497517
347,"(12, 30)",2,4,1,0,3,4,2,3,0.0,0.0,1.0,0.5714285714285714,1.0,0.625,0.9999999999999996,0.3240303992232691,1.5,3.0,0.3333333333333333,0.09036187746327481,1.0,0.0,1.0,0.8,1.0,1.0,2,4,1.0,0.7,0.17398697583020334,0.17961079871686048,0.014644892011877124,0.024590155248580117,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,3,0.014191278091707225,-0.07644828342505025,-0.03025362286775752,0.01413412162325146
348,"(12, 31)",2,6,1,0,3,3,2,2,0.0,0.0,1.0,0.5454545454545454,1.0,0.5833333333333333,0.9999999999999998,0.3256900968625552,1.5,3.5,0.3333333333333333,0.06633646345585595,1.0,0.0,1.0,0.4090909090909091,1.0,1.0,2,3,1.0,0.4285714285714286,0.17398697583020334,0.2032003065530631,0.014644892011877124,0.0371580870691453,0,0,1,0.1111111111111111,0.2,0.5,0.16666666666666666,0.08333333333333333,0.0625,0.36067376022224085,12,0.5,0.14285714285714285,3,0.014987114020822987,-0.11232782536582625,-0.03886090677997502,0.01381777843937914
349,"(12, 32)",2,12,1,1,3,4,2,3,0.0,0.0,1.0,0.5454545454545454,1.0,0.5833333333333333,0.9999999999999998,0.28344001531877433,1.5,7.0,0.3333333333333333,0.04444191880616045,1.0,1.0,1.0,0.3146853146853147,1.0,1.0,2,5,1.0,0.32051282051282054,0.17398697583020334,0.24486605346668006,0.014644892011877124,0.0716932260057545,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,3,0.016178509084034558,-0.18454570732122696,-0.04950262599648606,0.010378555810777788
350,"(12, 33)",2,17,1,3,3,4,2,3,0.0,0.0,1.0,0.5483870967741935,1.0,0.5882352941176471,0.9999999999999998,0.38611109883387046,1.5,9.5,0.3333333333333333,0.04613850953818,1.0,1.0,1.0,0.2318181818181818,1.0,1.0,2,5,1.0,0.2091503267973856,0.17398697583020334,0.26763790586726305,0.014644892011877124,0.1009191823326258,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,3,0.017164274734037716,-0.19996024256421358,-0.04518623396886516,0.01135446680400372
351,"(13, 14)",5,2,6,1,5,3,4,2,0.0,0.0,0.8333333333333334,1.0,0.9,1.0,0.9511361038801447,1.0,3.0,2.0,0.17661043812974073,0.3333333333333333,1.0,1.0,0.8823529411764706,1.0,1.0,1.0,5,2,0.7333333333333333,1.0,0.1833543770850948,0.1684877994002986,0.029536456151913672,0.014535993997921253,0,0,1,0.125,0.2222222222222222,0.5,0.2,0.1,0.058823529411764705,0.35295612386476116,10,0.2,0.16666666666666666,3,0.0157041286632295,-0.07269112403169171,-0.025265169627578254,0.016334415083743718
352,"(13, 15)",5,2,6,1,5,3,4,2,0.0,0.0,0.8333333333333334,1.0,0.9,1.0,0.9511361038801446,1.0,3.0,2.0,0.17661043812974073,0.3333333333333333,1.0,1.0,0.8823529411764706,1.0,1.0,1.0,5,2,0.7333333333333333,1.0,0.1833543770850948,0.1684877994002986,0.029536456151913672,0.014535993997921253,0,0,1,0.125,0.2222222222222222,0.5,0.2,0.1,0.058823529411764705,0.35295612386476116,10,0.2,0.16666666666666666,3,0.015704128663229493,-0.0726911240316919,-0.025265169627578316,0.01633441508374376
353,"(13, 16)",5,2,6,1,5,3,4,2,0.0,0.0,0.8333333333333334,1.0,0.9,1.0,0.9511361038801446,1.0,3.0,2.0,0.17661043812974073,0.3333333333333333,1.0,1.0,0.8823529411764706,1.0,1.0,1.0,5,2,0.7333333333333333,1.0,0.1833543770850948,0.20955455761078315,0.029536456151913672,0.016784005444189665,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,3,0.011528052294593274,-0.08080643225697073,-0.03451219572202715,0.01136856844086511
